mes,data,descricao,valor,saldo
2025-11,03/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.55,104353.29
2025-11,03/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.55,104677.84
2025-11,03/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.55,105002.39
2025-11,03/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.55,105326.94
2025-11,03/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,427.71,105754.65
2025-11,03/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,4200.0,101554.65
2025-11,03/11/25,Despesas Bancarias DÉBITO PACOTE SERVIÇOS Unidade XXX,44.74,101509.91
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.65,101834.56
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.65,102159.21
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.05,102524.26
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,391.4,102915.66
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,408.02,103323.68
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,200.0,103123.68
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,601.36,102522.32
2025-11,04/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,4200.0,98322.32
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.95,98647.27
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.95,98972.22
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.95,99297.17
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.95,99622.12
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.95,99947.07
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.2,100303.27
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.2,100659.47
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,1117.57,101777.04
2025-11,05/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,100.0,101677.04
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,160.0,101517.04
2025-11,05/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,202.84,101314.2
2025-11,06/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.05,101639.25
2025-11,06/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.05,101964.3
2025-11,06/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,343.86,102308.16
2025-11,06/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,370.58,102678.74
2025-11,07/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.15,103003.89
2025-11,07/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.15,103329.04
2025-11,07/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.15,103654.19
2025-11,07/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,350.2,104004.39
2025-11,07/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,2780.99,101223.4
2025-11,10/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.25,84463.05
2025-11,10/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.25,84788.3
2025-11,10/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.25,85113.55
2025-11,10/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.25,85438.8
2025-11,10/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,337.0,85775.8
2025-11,11/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.35,86005.15
2025-11,11/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.35,86330.5
2025-11,11/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.64,86687.14
2025-11,12/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.65,87012.79
2025-11,12/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,331.87,87344.66
2025-11,12/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,363.99,87708.65
2025-11,12/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,172.64,87536.01
2025-11,13/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,155.5,87380.51
2025-11,13/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.9,87032.61
2025-11,13/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,1144.62,85887.99
2025-11,13/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,2758.85,83129.14
2025-11,13/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,5850.0,77279.14
2025-11,13/11/25,Feira C,35.0,77314.14
2025-11,14/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.85,77639.99
2025-11,14/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,4950.0,72689.99
2025-11,14/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,1420.7,74110.69
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,276.45,74387.14
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74704.27
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75021.4
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75338.53
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75655.66
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75972.79
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76289.92
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76607.05
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76924.18
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77241.31
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77558.44
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77875.57
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78192.7
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78509.83
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78826.96
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79144.09
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79461.22
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79778.35
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80095.48
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80412.61
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80729.74
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81046.87
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81364.0
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81681.13
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81998.26
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82315.39
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82632.52
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82949.65
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83266.78
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83583.91
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83901.04
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84218.17
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84535.3
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84852.43
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85169.56
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85486.69
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,85809.92
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,86133.15
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,86456.38
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,86785.71
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,87121.14
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,87456.57
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,87792.0
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,88127.43
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,88462.86
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,88804.39
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,89152.02
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,89499.65
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,89856.17
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,90212.69
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.41,90578.1
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.41,90943.51
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,374.3,91317.81
2025-11,17/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,600.0,90717.81
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91034.94
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91352.07
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91669.2
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91986.33
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92303.46
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92620.59
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92937.72
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93254.85
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93571.98
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93889.11
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94206.24
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94523.37
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94840.5
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95157.63
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95474.76
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95791.89
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96109.02
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96426.15
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96743.28
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97060.41
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97377.54
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97694.67
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98011.8
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98328.93
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98646.06
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98963.19
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99280.32
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99597.45
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99914.58
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,100231.71
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,100554.94
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,100878.17
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.05,101204.22
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.05,101530.27
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,101859.6
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,102195.03
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,102530.46
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,102865.89
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,338.74,103204.63
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,103546.16
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,103887.69
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,104229.22
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,104570.75
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,104912.28
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,105259.91
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,105616.43
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,371.82,105988.25
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,392.08,106380.33
2025-11,18/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,1280.0,105100.33
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,105417.46
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,105734.59
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106051.72
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106368.85
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106685.98
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107003.11
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107320.24
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107637.37
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107954.5
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108271.63
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108588.76
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108905.89
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109223.02
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109540.15
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109857.28
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110174.41
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110491.54
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110808.67
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111125.8
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111442.93
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111760.06
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112077.19
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112394.32
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112711.45
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113028.58
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113345.71
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113662.84
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113979.97
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,114297.1
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,114614.23
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,114931.36
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,115248.49
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,115565.62
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,115882.75
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,116199.88
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,116517.01
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,116834.14
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,117151.27
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,117468.4
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,117791.63
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,118114.86
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.35,118441.21
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.35,118767.56
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.35,119093.91
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.35,119420.26
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,119749.59
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,120078.92
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,120414.35
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,120749.78
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,121085.21
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,121426.74
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,121774.37
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,122122.0
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,122478.52
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,122835.04
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.2,123200.24
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.41,123565.65
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,374.3,123939.95
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,499.21,124439.16
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,676.43,125115.59
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,104.5,125011.09
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,159.5,124851.59
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,1004.4,123847.19
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,2023.72,121823.47
2025-11,19/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,2100.0,119723.47
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,2490.17,117233.3
2025-11,19/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,5228.81,108904.49
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109221.62
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109538.75
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109855.88
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110173.01
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110490.14
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110807.27
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111124.4
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111441.53
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111758.66
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.45,112085.11
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,112414.44
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,112749.87
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,113085.3
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,113420.73
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.41,113786.14
2025-11,21/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,616.91,114403.05
2025-11,21/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,2300.0,112103.05
2025-11,21/11/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,45833.03,66270.02
2025-11,21/11/25,Feira Elisete C,685.0,66955.02
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,67272.15
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,67589.28
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,67906.41
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,68223.54
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,68540.67
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,68857.8
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,69174.93
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,69492.06
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,69809.19
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,70126.32
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,70443.45
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,70760.58
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,71077.71
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,71394.84
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,71711.97
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,72029.1
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,72346.23
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,72663.36
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,72980.49
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,73297.62
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,73614.75
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,73931.88
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74249.01
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74566.14
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74883.27
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75200.4
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75517.53
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75834.66
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76151.79
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76468.92
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76786.05
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77103.18
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77420.31
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77737.44
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78054.57
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,78377.8
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,78707.13
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,79036.46
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,79377.99
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,79719.52
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,80061.05
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,80408.68
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,80756.31
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,81103.94
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,81460.46
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,81816.98
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,383.19,82200.17
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,392.08,82592.25
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,456.58,83048.83
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,79.98,82968.85
2025-11,24/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,378.23,82590.62
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82907.75
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83224.88
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83542.01
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83859.14
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84176.27
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84493.4
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84810.53
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85127.66
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85444.79
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85761.92
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86079.05
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86396.18
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86713.31
2025-11,25/11/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87030.44
